KODE_SIMPUL;NAMA_SIMPUL;KATEGORI_SIMPUL;SUB_KATEGORI_SIMPUL;LATITUDE;LONGITUDE
BUS-GWN;Giwangan;Terminal;A;-7.83568011003;110.39305768
BUS-B473;Grogol;Terminal;B;-6.16641328530232;106.79019952736272
BUS-GMT;Guntur Melati;Terminal;A;-7.200411;107.905821
BUS-TERMINALBGUNUNGAYU;GUNUNG AYU;Terminal;B;-4.44482484357254;102.926794395796
BUS-HJM;Harjamukti;Terminal;A;-6.739672;108.552924
BUS-OBJECTOBJECT-1;Haumeni;Terminal;B;-9.87197777568348;124.251212383627
BUS-IDH;Indihiang;Terminal;A;-7.291517;108.191979
BUS-B175;Indramayu;Terminal;B;-6.33555555523;108.324722223
BUS-ILP;Induk Lumpue;Terminal;A;-3.86972222222;119.61972222200001
BUS-OBJECTOBJECT-2;Induk Mulyojati;Terminal;B;-5.13642790345638;105.298343146038
BUS-IPM;Induk Pemalang;Terminal;A;-6.88194444487;109.393888889
BUS-SKN;Ir. Soekarno;Terminal;A;-7.713394;110.603725
BUS-ISM;Isimu;Terminal;A;0.545905185131;123.058659911
BUS-JTI;Jati;Terminal;A;-6.82249999977;110.837777778
BUS-JTP;Jati Pariaman;Terminal;A;-0.618277;100.14194
BUS-JJR;Jatijajar;Terminal;A;-6.39111111154;106.823611111
BUS-OBJECTOBJECT-3;Jatisrono;Terminal;B;-7.8274759482991;111.128518931202
BUS-B211;Jember;Terminal;B;-8.12361111137;113.223888889
BUS-B890;Jepara;Terminal;B;-6.58276995100425;110.662946860492
BUS-B648;Jombor;Terminal;B;-7.74708;110.36148
BUS-OBJECTOBJECT-4;Kabanjahe;Terminal;B;3.10516049781205;98.4963392534628
BUS-B1008;Kajen;Terminal;B;-7.03671826494027;109.574722416496
BUS-KLD;Kalideres;Terminal;A;-6.15416666633;106.705555556
BUS-KPT;Kambang Putih;Terminal;A;-6.858933;112.028145
BUS-B155;Kampung Melayu;Terminal;B;-6.17361111117;106.841944444
BUS-KPR;Kampung Rambutan;Terminal;A;-6.30916666709;106.881944444
BUS-B956;Kandangan;Terminal;B;-2.77879017148177;115.272646689313
BUS-B895;Karangpucung;Terminal;B;-7.41017867872558;108.900190811673
BUS-B904;Kartasura;Terminal;B;-7.54422309310764;110.735643611413
BUS-KJY;Karya Jaya;Terminal;A;-3.06308595982;104.73898438
BUS-KSW;Kasintuwu;Terminal;A;-1.3913888885699999;120.754722223
BUS-KAG;Kayuagung;Terminal;A;-3.38833333322;104.827777777
BUS-KBM;Kebumen;Terminal;A;-7.66888888861;109.654722223
BUS-KEF;Kefamenanu;Terminal;A;-9.467681;124.482074
BUS-B897;Kembang Joyo - Pati;Terminal;B;-6.75696331817115;111.04788128814
BUS-OBJECTOBJECT-5;Kepuhsari;Terminal;B;-7.53394464921241;112.261517240002
BUS-OBJECTOBJECT-6;Kertajaya;Terminal;B;-7.49082999249015;112.44917801302
BUS-KTW;Kertawangunan;Terminal;A;-6.948747;108.466182
BUS-KNG;Kertonegoro;Terminal;A;-7.42750000023;111.439166667
BUS-OBJECTOBJECT-7;Kesamben;Terminal;B;-8.14520998773142;112.366388459802
BUS-KAS;KH. Ahmad Sanusi;Terminal;A;-6.920473;106.917919
BUS-KJO;Kiliran Jao;Terminal;A;-0.683055555773;100.778888889
BUS-B917;Klari Karawang;Terminal;B;-6.3435103496908;107.341501701373
BUS-TERMINALBKLENDER;Klender;Terminal;B;-6.22142900919385;106.932439671468
BUS-TERMINALBKM32INDRALAYA;KM 32 Indralaya;Terminal;B;-3.20561677398932;104.653888573992
BUS-B857;Kota Agung;Terminal;B;-5.4954171493492;104.622196151415
BUS-KEF-1;Kota Kefamenanu;Terminal;A;-7.55122922613902;110.819102220257
BUS-B855;Kotabumi;Terminal;B;-4.82123044183662;104.879160797386
BUS-TERMINALBKOTONANAMPEK;Koto Nan Ampek;Terminal;B;-0.243567911192625;100.610565495783
BUS-B297;Kuala Simpang;Terminal;B;4.45861111113;97.9888888888
BUS-B43;Kuningan;Terminal;B;-6.97333333365;108.525277777
BUS-TERMINALBKUTOARJOTTB;Kutoarjo (TTB);Terminal;B;-7.72459874491167;109.904205337344
BUS-LBN;Labuan;Terminal;A;-6.37277777816;105.828611111
BUS-B223;Lamongan;Terminal;B;-7.1111111107;112.408333333
BUS-B1017;LANCANG KUNING;Terminal;B;1.69344546715117;100.408377819107
BUS-TERMINALBLANDUNGSARI;Landungsari;Terminal;B;-7.92493621991206;112.597982652919
BUS-LGS;Langsa;Terminal;A;4.47944444463;97.9669444448
BUS-TERMINALBLARANGAN;Larangan;Terminal;B;-7.46655246697271;112.712467004838
BUS-LSP;Latenri Sessu Pekkae;Terminal;A;-4.486088;119.608568
BUS-B29;Lebak Bulus;Terminal;B;-6.28972222224;106.773888889
BUS-TERMINALBLEMPAKE;Lempake;Terminal;B;-0.454225644585103;117.191010519056
BUS-B911;Leuwiliang Bogor;Terminal;B;-6.5705976714882;106.627882994115
BUS-LWP;Leuwipanjang;Terminal;A;-6.94583333313;107.593055555
BUS-LSW;Lhokseumawe;Terminal;A;5.17388888902;97.1494444442
BUS-B1035;Limboto;Terminal;B;0.623526806981298;122.979582838111
BUS-B10;Lintas Sumatera;Terminal;B;-0.818333333595;100.640277778
BUS-TERMINALBLOLOWA;Lolowa;Terminal;B;-9.12099507281593;124.880554465001
BUS-TERMINALBLUBUKHARJO;Lubuk Harjo;Terminal;B;-4.06006345771865;104.642167274174
BUS-B22;Lubuk Linggau;Terminal;B;-3.29277777756;102.8675
BUS-TERMINALBMADURESO;Madureso;Terminal;B;-7.329515;110.199965
BUS-MTR;Madya Tarutung;Terminal;A;2.025469;98.974046
BUS-B220;Magetan;Terminal;B;-7.65083333332;111.329722222
BUS-LWS;Malalayang;Terminal;A;1.4580555557500001;124.793611112
BUS-MBR;Mamboro;Terminal;A;-0.80637252957;119.88357819
BUS-B1013;MAMUJU TENGAH;Terminal;B;-2.0950989;119.239560504628
BUS-MLK;Mandala;Terminal;A;-6.344239878;106.230366064176
BUS-MLK-1;Mandala Lebak;Terminal;A;-6.347162;106.230813
BUS-MDK;Mandalika;Terminal;A;-8.59499999986;116.156111111
BUS-TERMINALBMANGGARAI;Manggarai;Terminal;B;-6.20859657830836;106.847242482175
BUS-MKG;Mangkang;Terminal;A;-6.968914;110.289379
BUS-B219;Maospati;Terminal;B;-7.59722222186;111.418055555
BUS-B317;Martapura;Terminal;B;-3.33833333335;104.774444444
BUS-MDL;Mendolo;Terminal;A;-7.36734;109.924725
BUS-MGW;Mengwi;Terminal;A;-8.559064;115.168234
BUS-MRK;Merak;Terminal;A;-5.93217963899;105.998156594
BUS-B856;Metro;Terminal;B;-5.129698367619;105.294882546098
BUS-B870;Motoling;Terminal;B;1.04869493996691;124.486501440619
BUS-TERMINALBMUARAANGKE;Muara Angke;Terminal;B;-6.10588796004372;106.77428163756
BUS-MBU;Muara Bungo;Terminal;A;-1.5094444444800001;102.171111111
BUS-B891;Muara Dua;Terminal;B;-4.53969978708863;104.070604295797
BUS-B853;Natai Suka;Terminal;B;-2.67362518676955;111.652072806967
BUS-B401;Paal II;Terminal;B;1.48472222198;124.861111111
BUS-PCT;Pacitan;Terminal;A;-8.20083333366;111.101666667
BUS-B222;Padangan;Terminal;B;-7.16638888891;111.895277778
BUS-PKT;Pakupatan;Terminal;A;-6.12138888927;106.196388889
BUS-OBJECTOBJECT-8;Palabuhanratu;Terminal;B;-6.98523378429055;106.544856994691
BUS-B886;Pameungpeuk;Terminal;B;-7.64009678542371;107.732720253494
BUS-B338;Pangandaran;Terminal;B;-7.68476001046;108.652000365
BUS-B11;Pariaman;Terminal;B;-0.61861111132;100.141388889
BUS-B153;Pasar Minggu;Terminal;B;-6.28332132386633;106.843723889239
BUS-B308;Pasar Teluk Kuantan;Terminal;B;-0.0105555554519;100.988888889
BUS-OBJECTOBJECT-9;Paser;Terminal;B;-7.92641586606623;111.936022373013
BUS-B310;Pasir Pangairan;Terminal;B;0.345277778147;101.024444444
BUS-PSR;Pasuruan;Terminal;A;-7.6411111109;112.913888889
BUS-PTR;Patria;Terminal;A;-8.123076;112.158281
BUS-PYI;Paya Ilang;Terminal;A;4.6254565;96.8353488
BUS-PKL;Pekalongan;Terminal;A;-6.90361111084;109.700555555
BUS-OBJECTOBJECT-10;Penggaron;Terminal;B;-7.017782;110.493388
BUS-OBJECTOBJECT-11;Penggung;Terminal;B;-7.50595711985654;110.577476026809
BUS-OBJECTOBJECT-12;Petanang;Terminal;B;-3.19786953016879;102.838030812617
BUS-PPW;Petta Pongawai;Terminal;A;-4.540113;120.295005
BUS-B810;Pilangsari;Terminal;B;111.051692;-7.410739
BUS-OBJECTOBJECT-13;Piliang;Terminal;B;-0.469121238293015;100.578540751602
BUS-PNB;Pinang Baris;Terminal;A;3.58904329956;98.6102112999
BUS-OBJECTOBJECT-14;Pinang Ranti;Terminal;B;-6.2911535954737;106.886396069954
BUS-PCB;Pondok Cabe;Terminal;A;-6.358888;106.75331
BUS-PRP;Poris Plawad;Terminal;A;-6.20666666632;106.604444444
BUS-B914;Pracimantoro Wonogiri;Terminal;B;-8.054448;110.809025
BUS-TTPG;Pulo Gebang;Terminal;A;-6.212433;106.952162
BUS-PGB;Pulo Gebang (B);Terminal;B;-6.20904890505643;106.951489893683
BUS-B33;Pulogadung;Terminal;B;-6.18250000022;106.908611111
BUS-PRB;Purabaya;Terminal;A;-7.35119729964;112.724481201
BUS-B188;Purbalingga;Terminal;B;-7.39250000023;109.355277778
BUS-PBY;Purboyo;Terminal;A;-7.604946;111.534711
BUS-B903;Purwantoro;Terminal;B;-7.847172;111.262775
BUS-B811;Purwodadi;Terminal;B;-7.09703890687274;110.912210070516
BUS-PWJ;Purworejo;Terminal;A;-7.72694444414;109.905833333
BUS-PUW;Puuwatu;Terminal;A;-3.9666738333381573;122.45793796563522
BUS-OBJECTOBJECT-15;Ragunan;Terminal;B;-6.30548317421757;106.820384460751
BUS-RJB;Rajabasa;Terminal;A;-5.36638257957;105.23790107
BUS-B342;Rajagaluh;Terminal;B;-6.78555555583;108.341666666
BUS-RJW;Rajekwesi;Terminal;A;-7.166666667;111.895277778
BUS-OBJECTOBJECT-16;Randik;Terminal;B;-2.87326807480148;103.855328149561
BUS-B31;Rawamangun;Terminal;B;-6.19777777818;106.890555555
BUS-LHT;Regional Lahat (Batay);Terminal;A;-3.78638888911;103.542777778
BUS-OBJECTOBJECT-17;Rinding;Terminal;B;2.16437638886216;117.453728489287
BUS-OBJECTOBJECT-18;Ronggo Sukowati;Terminal;B;-7.19636760667489;113.473656429118
BUS-B330;Saketi;Terminal;B;-6.3097222223700005;106.106111111
BUS-SSB;Samarinda Seberang;Terminal;A;-0.507921540619;117.141320711
BUS-B376;Sambas;Terminal;B;1.35666666645;109.305277778
BUS-TERMINALSANGATTA;Sangatta;Terminal;;0.498615025955592;117.508352093718
BUS-B967;Sanggu;Terminal;B;-1.68138363266361;114.908718435302
BUS-B129;Sawah lunto;Terminal;B;-0.683633894011667;100.77818602462
BUS-SAB;Sei Ambawang;Terminal;A;-0.041187;109.403815
BUS-B263;Sei Kunjang;Terminal;B;-0.530018420674;117.11057983
BUS-SAJ;Selo Aji;Terminal;A;-7.8677777775;111.465833333
BUS-B156;Senen;Terminal;B;-6.17361111117;106.841944444
BUS-SBG;Sibolga;Terminal;A;1.7388888891;98.7838888891
BUS-B894;Sidareja;Terminal;B;-7.48486655607485;108.791511247675
BUS-B120;Sidikalang;Terminal;B;2.75222222225;98.3097222224
BUS-B850;Sido Mulyo;Terminal;B;-5.58512903324497;105.519697744261
BUS-B298;Sigli;Terminal;B;5.3836111109099996;95.9619444444
BUS-SIM;Simbuang;Terminal;A;-2.689834;118.865806
BUS-SPA;Simpang Aur;Terminal;A;-0.313625;100.3864
BUS-SPN;Simpang Nangka;Terminal;A;-3.4551439999999998;102.581251
BUS-B1094;Simpang Priuk;Terminal;B;-3.268915;102.939177
BUS-B41;Singaparna;Terminal;B;-7.35083333322;108.112777778
BUS-B937;Singkil (TTB);Terminal;B;2.30708334644728;97.8265090118106
BUS-B254;Sintang;Terminal;B;0.0780555551083;111.49
BUS-B202;Slawi;Terminal;B;-6.97888888919;109.14
BUS-SBL;Sri Bulan;Terminal;A;-2.305829;102.679286
BUS-SUB;Subang;Terminal;A;-6.56833333356;107.759166666
BUS-B941;SUBULUSSALAM;Terminal;B;98.0140736807039;2.76227898506464
BUS-B905;Sukoharjo;Terminal;B;-7.69443955096293;110.848415764973
BUS-OBJECTOBJECT-19;Sumber;Terminal;B;-6.68505003455468;108.456730738481
BUS-B81-1;Sumenep;Terminal;B;-7.02888888905;113.859722222
BUS-SPY;Sumer Payung;Terminal;A;-8.47361111134;117.395833333
BUS-OBJECTOBJECT-20;Sungai Kunjang;Terminal;B;-0.529449929586749;117.110569029672
BUS-SDK;Surodakan;Terminal;A;-8.04833333303;111.717222222
BUS-B91;Sweta;Terminal;B;-8.59106633472;116.151131012
BUS-TMN;Tamanan;Terminal;A;-7.83055555547;111.982777778
BUS-B402;Tangkoko;Terminal;B;1.430227;125.112261
BUS-B203;Tanjung;Terminal;B;-6.87305555582;108.875277777
BUS-B301;Tanjung Balai;Terminal;B;2.97111111127;99.800833333
BUS-TPG;Tanjung Pinggir;Terminal;A;3.001183;99.078122
BUS-B157;Tanjung Priok;Terminal;B;-6.109722222;106.881388889
BUS-B296;Tapak Tuan;Terminal;B;3.25444444475;97.1769444447
BUS-B158;TarogongTerminal Pandeglang Baru;Terminal;B;-6.31777777804;106.119166667
BUS-TWA;Tawangalun;Terminal;A;-8.17222222258;113.700277778
BUS-B915;Tawangmangu Karanganyar;Terminal;B;-7.66868;111.119204
BUS-TGL;Tegal;Terminal;A;-6.8724999996400005;109.107222222
BUS-OBJECTOBJECT-21;Tegalgede;Terminal;B;-7.60433407520542;110.971950439838
BUS-B63;TERBOYO;Terminal;B;-6.95120173976;110.46305244
BUS-B99;Terminal Km. 6 Banjarmasin;Terminal;B;-3.34668073507679;114.626743912625
BUS-TDR;Tidar;Terminal;A;-7.491074;110.234846
BUS-B383;Timbau;Terminal;B;-0.23805555543;115.707222222
BUS-TGK;Tingkir;Terminal;A;-7.36214;110.514067
BUS-TPL;Tipalayo;Terminal;A;-3.447297;119.376238
BUS-B644;Tipo;Terminal;B;-0.862110339781;119.82655191
BUS-TTN;Tirtonadi;Terminal;A;-7.55202765753;110.820046138
BUS-OBJECTOBJECT-22;Trunojoyo;Terminal;B;-7.19435212728479;113.246079541854
BUS-B90;UBUNG;Terminal;B;-8.63508618034;115.20646985
BUS-OBJECTOBJECT-23;Untung Suropati;Terminal;B;-7.66020621363549;112.928981524818
BUS-WAG;W.A. Gara;Terminal;A;-2.27189;113.906289
BUS-B206;Wates;Terminal;B;-7.85944444464;110.158055556
